Erling Haaland, ST, Manchester City, Norway, Value: 916, https://fifastatic.fifaindex.com/FIFA24/players/239085.png, 00001
Oisin Smyth, CM/CAM/CDM, Oxford United, Northern Ireland, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/267472.png, 16590
Nathan Broome, GK, Swansea City, England, Value: 12, https://fifastatic.fifaindex.com/FIFA24/players/266842.png, 16591
Saleh Al Harthi, RM/LM, Al Okhdood, Saudi Arabia, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/266833.png, 16592
Niko Koulis, CB, Preußen Münster, Germany, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/266438.png, 16593
Damian van der Haar, CB/CDM, PEC Zwolle, Netherlands, Value: 18, https://fifastatic.fifaindex.com/FIFA24/players/266417.png, 16594
Ousseni Bouda, LM/RM, San Jose Earthquakes, Burkina Faso, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/266375.png, 16595
Sebastian Selin, GK, Hammarby IF, Sweden, Value: 24, https://fifastatic.fifaindex.com/FIFA24/players/266265.png, 16596
Luca Bendel, GK, Hallescher FC, Germany, Value: 14, https://fifastatic.fifaindex.com/FIFA24/players/265987.png, 16597
Hugo Vogel, LB/RB, FC Basel, France, Value: 20, https://fifastatic.fifaindex.com/FIFA24/players/265781.png, 16598
Adam Ingi Benediktsson, GK, IFK Göteborg, Iceland, Value: 18, https://fifastatic.fifaindex.com/FIFA24/players/265682.png, 16599
Harrison Minturn, CB, Swindon Town, England, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/265562.png, 16600
Efe-Kaan Sihlaroglu, CM, Karlsruher SC, Germany, Value: 28, https://fifastatic.fifaindex.com/FIFA24/players/265198.png, 16601
Aske Andresen, GK, Silkeborg IF, Denmark, Value: 28, https://fifastatic.fifaindex.com/FIFA24/players/265179.png, 16602
Ziad El Sheiwi, LWB, Austria Wien, Austria, Value: 12, https://fifastatic.fifaindex.com/FIFA24/players/264821.png, 16603
Charlie Weston, CDM, Blackburn Rovers, England, Value: 24, https://fifastatic.fifaindex.com/FIFA24/players/264747.png, 16604
Juan David Carabalí, ST, Deportes Tolima, Colombia, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/264651.png, 16605
Franco Schädlich, RB, Erzgebirge Aue, Germany, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/264400.png, 16606
Vegard Solheim, RB/CB, FK Haugesund, Norway, Value: 26, https://fifastatic.fifaindex.com/FIFA24/players/264329.png, 16607
Cameron Peupion, CAM, Cheltenham Town, Australia, Value: 18, https://fifastatic.fifaindex.com/FIFA24/players/264124.png, 16608
Marcel Oakley, RB/RWB, Birmingham City, England, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/264117.png, 16609
Jack Wells-Morrison, CM/CDM, Crystal Palace, England, Value: 22, https://fifastatic.fifaindex.com/FIFA24/players/264113.png, 16610
Alessandro Lopane, CM/LM, Melbourne City, Australia, Value: 16, https://fifastatic.fifaindex.com/FIFA24/players/264065.png, 16611
Louis Zabala, RB/RWB/CM, Brisbane Roar, Australia, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/264062.png, 16612
Daniel Crisostomo, CM/CDM, Los Angeles FC, United States, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/263995.png, 16613
Oludare Olufunwa, RB/CB, St. Johnstone, England, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/263963.png, 16614
Oliver Hammond, CM, Cheltenham Town, Wales, Value: 18, https://fifastatic.fifaindex.com/FIFA24/players/263950.png, 16615
Florian Hoxha, LWB/LB, Grasshopper Club Zürich, Kosovo, Value: 12, https://fifastatic.fifaindex.com/FIFA24/players/263856.png, 16616
Will Jarvis, LW/ST/RW, Shelbourne, England, Value: 14, https://fifastatic.fifaindex.com/FIFA24/players/263840.png, 16617
Ethan Ingram, RB, Salford City, England, Value: 20, https://fifastatic.fifaindex.com/FIFA24/players/263684.png, 16618
Harry Wood, CM/CAM/CDM, Shelbourne, England, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/263650.png, 16619
Walter Martínez Tauda, CM, Ñublense, Chile, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/263535.png, 16620
Sultan Al Manthari, GK, Al Ain FC (UAE), United Arab Emirates, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/263337.png, 16621
Aidan Denholm, CM/CDM, Heart of Midlothian, Scotland, Value: 30, https://fifastatic.fifaindex.com/FIFA24/players/263294.png, 16622
Aidomo Emakhu, ST, Millwall, Republic of Ireland, Value: 30, https://fifastatic.fifaindex.com/FIFA24/players/263271.png, 16623
Miguel Muñoz, CB, Piast Gliwice, Spain, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/263207.png, 16624
Herman Sjögrell, RW/ST, IK Sirius, Sweden, Value: 12, https://fifastatic.fifaindex.com/FIFA24/players/263186.png, 16625
Ziyad Al Johani, CM/CDM/CAM, Al Ahli, Saudi Arabia, Value: 14, https://fifastatic.fifaindex.com/FIFA24/players/263182.png, 16626
Paul Schermer, GK, WSG Tirol, Austria, Value: 20, https://fifastatic.fifaindex.com/FIFA24/players/263092.png, 16627
Zack Farnsworth, LB/CB, Real Salt Lake, United States, Value: 18, https://fifastatic.fifaindex.com/FIFA24/players/263060.png, 16628
Maksym Kucheriavyi, RM/CM, St. Johnstone, Ukraine, Value: 14, https://fifastatic.fifaindex.com/FIFA24/players/262945.png, 16629
Atanas Trică-Balaci, ST, Lyngby BK, Romania, Value: 26, https://fifastatic.fifaindex.com/FIFA24/players/262717.png, 16630
Justin Forst, ST, WSG Tirol, Austria, Value: 14, https://fifastatic.fifaindex.com/FIFA24/players/262627.png, 16631
Anders Dahl, CM, Silkeborg IF, Denmark, Value: 16, https://fifastatic.fifaindex.com/FIFA24/players/262558.png, 16632
Jonathan Barden, RB, Sutton United, England, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/262367.png, 16633
Nahuel Noll, GK, TSG 1899 Hoffenheim, Germany, Value: 20, https://fifastatic.fifaindex.com/FIFA24/players/262322.png, 16634
Gabriel Haider, CB, Sturm Graz, Austria, Value: 16, https://fifastatic.fifaindex.com/FIFA24/players/262213.png, 16635
Erik Dueñas, CM/RB, Los Angeles FC, Mexico, Value: 32, https://fifastatic.fifaindex.com/FIFA24/players/262209.png, 16636
He Longhai, RM/ST, Shanghai Shenhua, China PR, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/261929.png, 16637
Yao Xuchen, RM/LW, Cangzhou Mighty Lions, China PR, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/261896.png, 16638
Ángel González, GK, Libertad, Paraguay, Value: 24, https://fifastatic.fifaindex.com/FIFA24/players/261703.png, 16639
Benjamín Osses, RM/RW, Cobresal, Chile, Value: 12, https://fifastatic.fifaindex.com/FIFA24/players/261570.png, 16640
José González, CB, Academia Puerto Cabello, Venezuela, Value: 14, https://fifastatic.fifaindex.com/FIFA24/players/261507.png, 16641
Dylan Grimes, RM/LM/CAM, Drogheda United, Republic of Ireland, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/261286.png, 16642
Bassam Al Hurayji, RB/CM/CB, Al Ahli, Saudi Arabia, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/261190.png, 16643
Adrian Durrer, CB, FC Lugano, Switzerland, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/261164.png, 16644
Lee Gi Hyeok, RW/CM/RM, Jeju United, Korea Republic, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/261128.png, 16645
Johannes Schenk, GK, Preußen Münster, Germany, Value: 20, https://fifastatic.fifaindex.com/FIFA24/players/260978.png, 16646
Luke Heeney, RB/CDM/CM, Drogheda United, Republic of Ireland, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/260881.png, 16647
Yunus Bahadır, RB, Alanyaspor, Turkey, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/260844.png, 16648
Kim Min Seok, LW/RWB, Incheon United, Korea Republic, Value: 18, https://fifastatic.fifaindex.com/FIFA24/players/260494.png, 16649
Daniel Bunk, CAM, Fortuna Düsseldorf, Germany, Value: 26, https://fifastatic.fifaindex.com/FIFA24/players/260175.png, 16650
Przemysław Maj, RM/LM/CAM, Stal Mielec, Poland, Value: 12, https://fifastatic.fifaindex.com/FIFA24/players/260102.png, 16651
Malte Påhlsson, GK, Halmstads BK, Sweden, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/259988.png, 16652
Byeon Jun Soo, CB, Daejeon Hana Citizen, Korea Republic, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/259843.png, 16653
Rob Apter, CAM/RW, Tranmere Rovers, Scotland, Value: 16, https://fifastatic.fifaindex.com/FIFA24/players/259507.png, 16654
Darragh Nugent, CM/CDM/CAM, Shamrock Rovers, Republic of Ireland, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/259472.png, 16655
Jonathan Ægidius, GK, Brøndby IF, Denmark, Value: 18, https://fifastatic.fifaindex.com/FIFA24/players/259469.png, 16656
Mohammed Al Oufi, LB/LM, Abha Club, Saudi Arabia, Value: 14, https://fifastatic.fifaindex.com/FIFA24/players/259357.png, 16657
Matthew Wright, ST, Ross County, Scotland, Value: 20, https://fifastatic.fifaindex.com/FIFA24/players/259351.png, 16658
Delano Vianello, CDM/CB, Sparta Rotterdam, Netherlands, Value: 16, https://fifastatic.fifaindex.com/FIFA24/players/259309.png, 16659
Andrew Quinn, CB, Shelbourne, Republic of Ireland, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/259300.png, 16660
Saud Zaidan, CM/CDM, Al Fayha, Saudi Arabia, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/259266.png, 16661
Ben McCormack, CAM, St Patrick's Athletic, Republic of Ireland, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/259250.png, 16662
Georgios Theocharis, GK, AEK, Greece, Value: 18, https://fifastatic.fifaindex.com/FIFA24/players/258790.png, 16663
Caleb Chukwuemeka, LW/ST, Aston Villa, England, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/258748.png, 16664
Conor Carty, ST, St Patrick's Athletic, Republic of Ireland, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/258532.png, 16665
Will Greenidge, CB/RB/RWB, Colchester United, England, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/258516.png, 16666
Sandeep Singh, RB/CB/LB, Kerala Blasters FC, India, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/258410.png, 16667
Axel Sjöberg, RB, St Patrick's Athletic, Sweden, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/258122.png, 16668
Xu Yue, CM, Shenzhen FC, China PR, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/257683.png, 16669
Fredrik Carson Pedersen, RB, Sandefjord Fotball, Norway, Value: 12, https://fifastatic.fifaindex.com/FIFA24/players/257546.png, 16670
Ritwik Kumar Das, LM/RM, Jamshedpur FC, India, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/257302.png, 16671
Blondy Nna Noukeu, GK, Stoke City, Cameroon, Value: 12, https://fifastatic.fifaindex.com/FIFA24/players/257138.png, 16672
Ethan Dobbelaere, RM/RW/RWB, Seattle Sounders, United States, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/256935.png, 16673
Dixon Contreras, GK, Palestino, Chile, Value: 18, https://fifastatic.fifaindex.com/FIFA24/players/256923.png, 16674
Jarrod Carluccio, RM/LM, Perth Glory, Australia, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/256324.png, 16675
Benjamín Rojas, CB/RB, Palestino, Chile, Value: 16, https://fifastatic.fifaindex.com/FIFA24/players/256189.png, 16676
Malek Al Abdulmunem, ST, Al Fayha, Saudi Arabia, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/255836.png, 16677
Noor Al Rashidi, CB/RB, Damac FC, Saudi Arabia, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/254800.png, 16678
Ma Fuyu, RM/RW, Cangzhou Mighty Lions, China PR, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/253681.png, 16679
Rahul KP, RM/LM, Kerala Blasters FC, India, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/253505.png, 16680
Raphael Borges Rodrigues, LM/ST/RM, Macarthur FC, Australia, Value: 14, https://fifastatic.fifaindex.com/FIFA24/players/253403.png, 16681
Ethan Walker, LM/LWB, Morecambe, England, Value: 18, https://fifastatic.fifaindex.com/FIFA24/players/253227.png, 16682
Ahmad Al Mohaimeed, CDM/CB, Al Hazem, Saudi Arabia, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/253185.png, 16683
Kim Jung Ho, GK, Gangwon FC, Korea Republic, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/253169.png, 16684
Aibanbha Dohling, LB/CB, Kerala Blasters FC, India, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/253035.png, 16685
Taylor Charters, LWB/CM/LW, Carlisle United, England, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/252888.png, 16686
Reece McAlear, CM, Tranmere Rovers, Scotland, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/252415.png, 16687
Zhang Wei, ST/CB, Shanghai Shenhua, China PR, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/252332.png, 16688
Kim Ju Yeop, RB/RWB/ST, Suwon FC, Korea Republic, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/252051.png, 16689
Lewis Richards, LWB/CB/LB, Bradford City, Republic of Ireland, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/251590.png, 16690
Yeljan Shinar, RB/RWB, Nantong Zhiyun, China PR, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/251586.png, 16691
Joe Hilton, GK, Blackburn Rovers, England, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/251522.png, 16692
George Shelvey, GK, Nottingham Forest, England, Value: 12, https://fifastatic.fifaindex.com/FIFA24/players/251423.png, 16693
Joe Walsh, GK, Queens Park Rangers, England, Value: 16, https://fifastatic.fifaindex.com/FIFA24/players/250804.png, 16694
Nicolas Popescu, CDM/CB, Farul Constanța, Romania, Value: 24, https://fifastatic.fifaindex.com/FIFA24/players/248679.png, 16695
Filip Ilie, ST, Universitatea Cluj, Romania, Value: 18, https://fifastatic.fifaindex.com/FIFA24/players/248676.png, 16696
Nikhil Poojary, RB/RW, Hyderabad FC, India, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/248310.png, 16697
Nandhakumar Sekar, LM/RM, East Bengal FC, India, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/248289.png, 16698
Hitesh Sharma, CM/LM/CDM, Hyderabad FC, India, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/248251.png, 16699
Hannes Sveijer, GK, IK Sirius, Sweden, Value: 18, https://fifastatic.fifaindex.com/FIFA24/players/248182.png, 16700
Kim Seung Woo, CB, Gwangju FC, Korea Republic, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/247845.png, 16701
Dheeraj Singh Moirangthem, GK, FC Goa, India, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/247626.png, 16702
Luke Ivanovic, ST, Perth Glory, Australia, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/247259.png, 16703
Yousef Al Harbi, CDM/CM, Al Wehda, Saudi Arabia, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/246795.png, 16704
Mark Coyle, CM/CDM, Shelbourne, Republic of Ireland, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/246591.png, 16705
Nawaf Al Habashi, LM/ST, Al Hazem, Saudi Arabia, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/246381.png, 16706
Jerry Lalrinzuala, LB, Odisha FC, India, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/245169.png, 16707
Li Shenyuan, RWB/RM, Shanghai Port, China PR, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/245048.png, 16708
Zhou Junchen, LM/ST, Shanghai Shenhua, China PR, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/245043.png, 16709
James Daly, ST/LM, Harrogate Town, England, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/244929.png, 16710
Maxime Wenssens, GK, Union Saint-Gilloise, Belgium, Value: 18, https://fifastatic.fifaindex.com/FIFA24/players/244583.png, 16711
Adam Wilson, LW/RW, Bradford City, England, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/244275.png, 16712
D'Mani Mellor, LM/ST, Sutton United, England, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/244004.png, 16713
John Martin, RM/ST/RW, Dundalk, Republic of Ireland, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/243127.png, 16714
Stephen Duke-McKenna, CM/CAM/RM, Queens Park Rangers, Guyana, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/242961.png, 16715
Yang Fan, CB/RB, Tianjin Jinmen Tiger, China PR, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/242874.png, 16716
Karl O'Sullivan, RM, Sligo Rovers, Republic of Ireland, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/242682.png, 16717
Kim Hyun Woo, CB/RB, Daejeon Hana Citizen, Korea Republic, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/242182.png, 16718
Johan Brannefalk, RB, Sligo Rovers, Sweden, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/242173.png, 16719
Hassan Abu Sharara, CAM/RW, Damac FC, Saudi Arabia, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/242137.png, 16720
Ben Worman, CDM/CM, Cork City, England, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/241638.png, 16721
Yan Zihao, LB/LWB, Cangzhou Mighty Lions, China PR, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/241338.png, 16722
Jack Roles, CM/CAM, Crawley Town, Cyprus, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/241037.png, 16723
Christian N'Guessan, CM, Sutton United, England, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/240928.png, 16724
Harry Brockbank, RB/CB, St Patrick's Athletic, England, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/240322.png, 16725
James Waite, CAM, Newport County, Wales, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/239895.png, 16726
Ha Seung Un, LM/RM/CAM, Gwangju FC, Korea Republic, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/238579.png, 16727
Charlie Brown, ST, Morecambe, England, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/238191.png, 16728
Matt Bersano, GK, Austin FC, United States, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/238076.png, 16729
Hassan Al Geed, RM/LM, Abha Club, Saudi Arabia, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/237722.png, 16730
Abdullah Al Yousif, LB, Al Raed, Saudi Arabia, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/235710.png, 16731
Abdulrahman Al Riou, LB/CB, Al Okhdood, Saudi Arabia, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/235479.png, 16732
Liu Shibo, GK, Shandong Taishan, China PR, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/233681.png, 16733
Vinit Rai, CDM, Mumbai City FC, India, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/233525.png, 16734
Liu Wei, CB, Nantong Zhiyun, China PR, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/233405.png, 16735
Song Wenjie, ST/RM, Qingdao Hainiu FC, China PR, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/232258.png, 16736
Abdulmohsen Fallatah, CB, Al Tai, Saudi Arabia, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/231735.png, 16737
Pronay Halder, CDM/CM, Jamshedpur FC, India, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/231461.png, 16738
Cian Coleman, CB/CDM/CM, Cork City, Republic of Ireland, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/231006.png, 16739
Dario Marzino, GK, BSC Young Boys, Switzerland, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/228998.png, 16740
Mandar Rao Dessai, LB/LM, East Bengal FC, India, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/228194.png, 16741
Ahmad Al Habib, CB, Abha Club, Saudi Arabia, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/225198.png, 16742
Abdulhadi Al Harajin, CAM/LM/RM, Al Riyadh, Saudi Arabia, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/225195.png, 16743
Cao Kang, CDM/CM, Nantong Zhiyun, China PR, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/224687.png, 16744
Xu Dong, CB/LWB, Qingdao Hainiu FC, China PR, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/224630.png, 16745
Stephen Dooley, CM, Harrogate Town, Northern Ireland, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/223744.png, 16746
Evan Osam, LB/RB, UCD, Republic of Ireland, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/222601.png, 16747
Yang Yihu, LB/LM/LWB, Meizhou Hakka, China PR, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/222175.png, 16748
Nicklas Mouritsen, LB/CB, Odense Boldklub, Denmark, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/221028.png, 16749
Pablo Gaitán, CM/CDM, ASC Oțelul Galați, Argentina, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/215232.png, 16750
Hussain Shaian, GK, Al Okhdood, Saudi Arabia, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/208988.png, 16751
Abdullah Al Shammari, GK, Abha Club, Saudi Arabia, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/208932.png, 16752
Jordan Slew, ST/LW, Morecambe, England, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/202198.png, 16753
Ji Dong Won, ST/LM, FC Seoul, Korea Republic, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/199266.png, 16754
Yeom Ki Hun, CM/LW/ST, Suwon Bluewings, Korea Republic, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/176348.png, 16755
Josh Lillis, GK, Barrow, England, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/165502.png, 16756
Jonas Markovski, ST, Brisbane Roar, Australia, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/278214.png, 16757
Michele Avella, GK, Frosinone, Italy, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/278148.png, 16758
Souleymane Basse, LB, Valenciennes FC, Senegal, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/278116.png, 16759
George Earthy, CAM, West Ham United, England, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/278097.png, 16760
Anel Zulic, CB, Viborg FF, Slovenia, Value: 16, https://fifastatic.fifaindex.com/FIFA24/players/278058.png, 16761
Steven Bala, CAM/LW/LM, Queens Park Rangers, Albania, Value: 12, https://fifastatic.fifaindex.com/FIFA24/players/278027.png, 16762
Chisom Afoka, LW, Bradford City, England, Value: 12, https://fifastatic.fifaindex.com/FIFA24/players/278022.png, 16763
Denis Radu, RWB/LWB, Petrolul Ploiești, Romania, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/278006.png, 16764
Robin Legendre, ST, Quevilly Rouen Métropole, France, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/278005.png, 16765
Gabriel Ursu, GK, ASC Oțelul Galați, Romania, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/277977.png, 16766
Emin Hasić, CB, IFK Värnamo, Sweden, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/277970.png, 16767
George Gogescu, CDM/CM/CB, FCSB, Romania, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/277953.png, 16768
Kelvin Onuigwe, ST, Jahn Regensburg, Germany, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/277876.png, 16769
Joël van der Wilt, GK, Almere City FC, Netherlands, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/277857.png, 16770
Ale Gorrin, GK, UD Las Palmas, Spain, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/277826.png, 16771
Julian Kügel, ST, FC Ingolstadt 04, Germany, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/277805.png, 16772
Zakaria Mugeese, LM/LW, Odds Ballklubb, Ghana, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/277791.png, 16773
Muhammed Eren Arıkan, LB, Kayserispor, Turkey, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/277765.png, 16774
Jordi Altena, CM, Vitesse, Netherlands, Value: 12, https://fifastatic.fifaindex.com/FIFA24/players/277701.png, 16775
Kai Andrews, ST/CAM, Coventry City, England, Value: 12, https://fifastatic.fifaindex.com/FIFA24/players/277657.png, 16776
Jonas Albenas, CB/RB, SV Waldhof Mannheim, Algeria, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/277654.png, 16777
Nathaniel Ford, GK, Rotherham United, England, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/277609.png, 16778
Baye Ablaye Mbaye, CB, SC Bastia, Senegal, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/277595.png, 16779
Dominik Szala, CB/RB, Górnik Zabrze, Poland, Value: 24, https://fifastatic.fifaindex.com/FIFA24/players/277589.png, 16780
Samuel Amo-Ameyaw, LW/RW, Southampton, England, Value: 20, https://fifastatic.fifaindex.com/FIFA24/players/277561.png, 16781
Diabé Bolumbu, LB, SM Caen, France, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/277506.png, 16782
Bogdan Rotar, RW, FC Hermannstadt, Romania, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/277364.png, 16783
Evan Eghosa, CAM/ST/RW, Coventry City, England, Value: 16, https://fifastatic.fifaindex.com/FIFA24/players/277355.png, 16784
Josh Seary, RWB/RB, Preston North End, Republic of Ireland, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/277325.png, 16785
Henrik Meister, ST, Sarpsborg 08, Denmark, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/277309.png, 16786
Jonah Busse, GK, Arminia Bielefeld, Germany, Value: 20, https://fifastatic.fifaindex.com/FIFA24/players/277290.png, 16787
Alan Do Marcolino, ST, Quevilly Rouen Métropole, Gabon, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/277255.png, 16788
Stijn Bultman, CB, Heracles Almelo, Netherlands, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/277245.png, 16789
Filip Przybułek, CM, Widzew Łódź, Poland, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/277243.png, 16790
Mohamed Oukhattou, CAM/CM, PEC Zwolle, Netherlands, Value: 18, https://fifastatic.fifaindex.com/FIFA24/players/277220.png, 16791
Joshua Seberry, CB, Newport County, Republic of Ireland, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/277191.png, 16792
Archange Mondouo, CAM/CM, HamKam Fotball, Ivory Coast, Value: 12, https://fifastatic.fifaindex.com/FIFA24/players/277036.png, 16793
Harry Williams, CB, Walsall, England, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/276994.png, 16794
Kian Taylor, CM/CB, Preston North End, England, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/276910.png, 16795
Natan Girma, CM/CAM, Reggiana, Switzerland, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/276905.png, 16796
Marvin Benjamins, ST/CF, Preußen Münster, Germany, Value: 10, https://fifastatic.fifaindex.com/FIFA24/players/276903.png, 16797
