Kylian Mbappé, ST/LW, Paris SG, France, Value: 950, https://fifastatic.fifaindex.com/FIFA23/players/231747.png, 00001
Gabriel Kobylak, GK, Radomiak Radom, Poland, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/269707.png, 12953
Derry Scherhant, LM/ST, Hertha Berlin, Germany, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/269705.png, 12954
Kevin Doukoure, CM/CDM, Farul Constanța, Ivory Coast, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/269649.png, 12955
Pacheco, CM/CAM, Villarreal CF B, Spain, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/269644.png, 12956
Robin Heußer, CM, Wehen Wiesbaden, Germany, Value: 50, https://fifastatic.fifaindex.com/FIFA23/players/269604.png, 12957
Juan Carlos Gauto, LM/RM, Huracán, Argentina, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/269599.png, 12958
Souleymane Diaby, LB/LWB, FC Winterthur, Ivory Coast, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/269565.png, 12959
Granit Lekaj, CB, FC Winterthur, Kosovo, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/269564.png, 12960
Leung Nokhang, CB, Zhejiang Pro, Hong Kong, Value: 42, https://fifastatic.fifaindex.com/FIFA23/players/269529.png, 12961
Sævar Atli Magnússon, ST, Lyngby BK, Iceland, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/269400.png, 12962
Mario Zebić, CB/CDM, FC Argeș, Croatia, Value: 46, https://fifastatic.fifaindex.com/FIFA23/players/269344.png, 12963
Sébastien da Silva, ST, Stade Lavallois, France, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/269299.png, 12964
Ryan Ferhaoui, CM, Stade Lavallois, France, Value: 50, https://fifastatic.fifaindex.com/FIFA23/players/269294.png, 12965
Rémy Duterte, LWB, Stade Lavallois, France, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/269290.png, 12966
Jonathan Ruque, RB/RWB, FC Annecy, France, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/269281.png, 12967
Achraf Douiri, RB, FC Volendam, Netherlands, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/269272.png, 12968
Calvin Twigt, CM, FC Volendam, Netherlands, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/269258.png, 12969
Dean James, LB, FC Volendam, Netherlands, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/269247.png, 12970
Noah Sadiki, RB/RM/CB, RSC Anderlecht, Belgium, Value: 76, https://fifastatic.fifaindex.com/FIFA23/players/269230.png, 12971
Carlos Martínez, ST/CF, FC Andorra, Spain, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/269221.png, 12972
Nordin Musampa, CB, FC Groningen, Netherlands, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/269094.png, 12973
Jassem Gaber, CB/CDM, Free Agents, Qatar, Value: 68, https://fifastatic.fifaindex.com/FIFA23/players/268982.png, 12974
Hashim Ali, RW/LW, Free Agents, Qatar, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/268972.png, 12975
Edoardo Duca, CAM/CM, Modena, Italy, Value: 50, https://fifastatic.fifaindex.com/FIFA23/players/268926.png, 12976
Martin Turk, GK, Sampdoria, Slovenia, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/268912.png, 12977
Tony Springett, RM/LM, Derby County, Republic of Ireland, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/268909.png, 12978
Yusuf Abdurisag, RW/LW, Free Agents, Qatar, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/268877.png, 12979
Mario Gila, CB, Latium, Spain, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/268804.png, 12980
Raphael Odogwu, ST, Südtirol, Italy, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/268759.png, 12981
Brian Aguilar, CB/RB, Lanús, Argentina, Value: 68, https://fifastatic.fifaindex.com/FIFA23/players/268749.png, 12982
Alessandro Gabrielloni, ST, Como, Italy, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/268674.png, 12983
Álvaro Roncal, RB/RM, SD Eibar, Spain, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/268625.png, 12984
Lion Semić, RB/RM, B. Dortmund II, Germany, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/268624.png, 12985
Matías Córdova, GK, Sporting Cristal, Peru, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/268565.png, 12986
Dixon Vera, RM/RW, CS Emelec, Ecuador, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/268502.png, 12987
Damián Bobadilla, CM/CDM, Cerro Porteño, Paraguay, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/268482.png, 12988
Charlie McNeill, ST, Newport County, England, Value: 78, https://fifastatic.fifaindex.com/FIFA23/players/268435.png, 12989
Óscar Pinto, LW/LM, Alianza Lima, Peru, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/268292.png, 12990
Hussein Carneil, LM/CM, IFK Göteborg, Sweden, Value: 66, https://fifastatic.fifaindex.com/FIFA23/players/268124.png, 12991
Friday Etim, ST, FC Vizela, Nigeria, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/268065.png, 12992
Valentín Adamo, ST, River Plate, Uruguay, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/267929.png, 12993
Juan Durán, LWB, CD Mirandés, Spain, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/267912.png, 12994
Jhon Solís, CM/CDM, Atl. Nacional, Colombia, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/267894.png, 12995
Kosi Thompson, RB/RM, Toronto FC, Canada, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/267847.png, 12996
Tomás Silva, LWB/LB, San Lorenzo, Argentina, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/267795.png, 12997
Dennis Vos, LB/CB, FC Emmen, Netherlands, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/267780.png, 12998
Alexander Sosa, ST, Patronato, Argentina, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/267735.png, 12999
Lewin Blum, RB, BSC Young Boys, Switzerland, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/267485.png, 13000
Silas Nwankwo, ST, Mjällby AIF, Nigeria, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/267473.png, 13001
Denso Kasius, RWB/RM, SK Rapid Wien, Netherlands, Value: 66, https://fifastatic.fifaindex.com/FIFA23/players/267446.png, 13002
Aldreyby Parra, LB, Est. de Mérida, Venezuela, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/266839.png, 13003
Ben Doak, RW, Liverpool, Scotland, Value: 84, https://fifastatic.fifaindex.com/FIFA23/players/266815.png, 13004
Alex Lowry, CAM/LW, Rangers, Scotland, Value: 76, https://fifastatic.fifaindex.com/FIFA23/players/266756.png, 13005
Bruno Marques, ST, Arouca, Brazil, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/266730.png, 13006
Joel Poiso, RB/RWB/RM, Liverpool, Uruguay, Value: 68, https://fifastatic.fifaindex.com/FIFA23/players/266657.png, 13007
Dijan Vukojević, ST/LW, Degerfors IF, Sweden, Value: 42, https://fifastatic.fifaindex.com/FIFA23/players/266651.png, 13008
Christos Kourfalidis, CM/CAM, Cagliari, Greece, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/266637.png, 13009
Mika Baur, RW/CAM, SC Freiburg II, Germany, Value: 66, https://fifastatic.fifaindex.com/FIFA23/players/266446.png, 13010
Rene Kriwak, ST/CF, TSV Hartberg, Austria, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/266411.png, 13011
Trai Hume, RB/RWB, Sunderland, Northern Ireland, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/266400.png, 13012
Thor Úlfarsson, ST/LW/LM, Houston Dynamo, Iceland, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/266385.png, 13013
Luca Petrasso, LB/LM, Orlando City, Canada, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/266335.png, 13014
Luka Stankovski, CAM, Gaziantep, North Macedonia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/266244.png, 13015
Paul Wanner, CAM/LM/RM, FC Bayern München, Germany, Value: 86, https://fifastatic.fifaindex.com/FIFA23/players/266237.png, 13016
Victor Larsson, LB/RB/CB, IFK Värnamo, Sweden, Value: 52, https://fifastatic.fifaindex.com/FIFA23/players/266173.png, 13017
Torje Wichne, RWB, FK Jerv, Norway, Value: 48, https://fifastatic.fifaindex.com/FIFA23/players/266167.png, 13018
Jonathan Tomkinson, CB, Stevenage, United States, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/266147.png, 13019
Rauno Sappinen, ST/CF, Stal Mielec, Estonia, Value: 42, https://fifastatic.fifaindex.com/FIFA23/players/266111.png, 13020
Daniel Edelman, CDM/CM, Red Bulls, United States, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/266033.png, 13021
Charlie Vindehall, CM, IFK Värnamo, Sweden, Value: 44, https://fifastatic.fifaindex.com/FIFA23/players/265994.png, 13022
Zidane Iqbal, CM/CAM, Manchester Utd, Iraq, Value: 74, https://fifastatic.fifaindex.com/FIFA23/players/265788.png, 13023
Dikeni Salifou, CDM/CM, SV Werder Bremen, Togo, Value: 74, https://fifastatic.fifaindex.com/FIFA23/players/265754.png, 13024
Zico Buurmeester, CM, AZ, Netherlands, Value: 66, https://fifastatic.fifaindex.com/FIFA23/players/265741.png, 13025
Biel Farrés, CB, Girona FC, Spain, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/265730.png, 13026
Yadaly Diaby, RM, SC Austria, France, Value: 52, https://fifastatic.fifaindex.com/FIFA23/players/265689.png, 13027
Lucas Calodat, LB, AS Saint-Étienne, France, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/265651.png, 13028
Leopold Querfeld, CB, SK Rapid Wien, Austria, Value: 76, https://fifastatic.fifaindex.com/FIFA23/players/265576.png, 13029
Unai Marrero, GK, Real Sociedad, Spain, Value: 66, https://fifastatic.fifaindex.com/FIFA23/players/265520.png, 13030
Jordan James, CM/CAM, Birmingham City, Wales, Value: 68, https://fifastatic.fifaindex.com/FIFA23/players/265514.png, 13031
Burak Ince, CAM, Arminia Bielefeld, Turkey, Value: 78, https://fifastatic.fifaindex.com/FIFA23/players/265483.png, 13032
Jacob Farrell, LB, Central Coast, Australia, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/265422.png, 13033
Moresche, ST, Central Coast, Brazil, Value: 46, https://fifastatic.fifaindex.com/FIFA23/players/265388.png, 13034
Ayman Benarous, CAM/LM/CM, Bristol City, England, Value: 68, https://fifastatic.fifaindex.com/FIFA23/players/265197.png, 13035
Jordhy Thompson, LW, Colo-Colo, Chile, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/264857.png, 13036
Tovar, ST, RCD Mallorca, Spain, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/264852.png, 13037
Solomon Bonnah, RB/LB/CB, Austria Klagenfurt, Netherlands, Value: 68, https://fifastatic.fifaindex.com/FIFA23/players/264816.png, 13038
Kike Ríos, CB, R. Valladolid CF, Spain, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/264803.png, 13039
Slavy, ST, R. Valladolid CF, Spain, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/264791.png, 13040
Jonatas Santos, RM/CAM, Al Ain FC, Brazil, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/264631.png, 13041
Marko Divković, ST, Brøndby IF, Croatia, Value: 52, https://fifastatic.fifaindex.com/FIFA23/players/264515.png, 13042
Ilyes Hamache, LM/RM, Valenciennes FC, France, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/264501.png, 13043
Augustine Boakye, CAM/ST/RW, Wolfsberger AC, Ghana, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/264441.png, 13044
Bamo Meïté, CB/CDM, FC Lorient, Ivory Coast, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/264401.png, 13045
Karim Zedadka, LB/LW/RB, Napoli FC, France, Value: 52, https://fifastatic.fifaindex.com/FIFA23/players/264392.png, 13046
Pape-Alioune Ndiaye, CB/LB, SCR Altach, France, Value: 48, https://fifastatic.fifaindex.com/FIFA23/players/264389.png, 13047
Juan Cruz Esquivel, LM/ST, Platense, Argentina, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/264312.png, 13048
Yusuf Özdemir, LB/LM, Alanyaspor, Turkey, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/264286.png, 13049
Saeed Ahmed, LM/LB/RM, Al Ain FC, United Arab Emirates, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/264258.png, 13050
Hady Camara, CB, En Avant Guingamp, France, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/264241.png, 13051
David Cuenca, LB/CB, UD Almería, Spain, Value: 66, https://fifastatic.fifaindex.com/FIFA23/players/264239.png, 13052
Diego López, ST/LM, Valencia CF, Spain, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/264238.png, 13053
Noah Kruth, GK, 1. FC Magdeburg, Germany, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/264208.png, 13054
Yayo, CM, R. Oviedo, Spain, Value: 66, https://fifastatic.fifaindex.com/FIFA23/players/264179.png, 13055
Juanlu Sánchez, RM/RWB/CAM, CD Mirandés, Spain, Value: 66, https://fifastatic.fifaindex.com/FIFA23/players/264174.png, 13056
Marchena, CM/CAM, Real Betis, Spain, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/264169.png, 13057
Manu Morillo, ST/RM/LM, Real Betis, Spain, Value: 74, https://fifastatic.fifaindex.com/FIFA23/players/264166.png, 13058
Owen Gene, RWB, Amiens SC, France, Value: 80, https://fifastatic.fifaindex.com/FIFA23/players/264137.png, 13059
Alan Godoy, ST/LM, D. Alavés, Spain, Value: 66, https://fifastatic.fifaindex.com/FIFA23/players/264092.png, 13060
Lewis Dobbin, ST/LM/CAM, Derby County, England, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/264039.png, 13061
Furkan Bayır, CB, Alanyaspor, Turkey, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/264000.png, 13062
Martin Høyland, CDM/CM, Sarpsborg 08, Norway, Value: 46, https://fifastatic.fifaindex.com/FIFA23/players/263839.png, 13063
Joe Tomlinson, LB/LWB, Swindon Town, England, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/263801.png, 13064
Kacper Sezonienko, LM/ST/RM, Lechia Gdańsk, Poland, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/263778.png, 13065
Tom Bischof, CAM, TSG Hoffenheim, Germany, Value: 82, https://fifastatic.fifaindex.com/FIFA23/players/263765.png, 13066
Martin Wasinski, CB, KV Kortrijk, Belgium, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/263707.png, 13067
Henry Lawrence, RB/RWB/LB, MK Dons, England, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/263703.png, 13068
Antoni Milambo, CAM, Feyenoord, Netherlands, Value: 76, https://fifastatic.fifaindex.com/FIFA23/players/263640.png, 13069
Christoph Lang, ST/CAM, SV Ried, Austria, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/263464.png, 13070
Gor Manvelyan, CAM/LW, FC Nantes, France, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/263448.png, 13071
Noah Bischof, ST/RM/LM, SCR Altach, Austria, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/263444.png, 13072
Alan Minda, CF/LM/RM, Independiente DV, Ecuador, Value: 74, https://fifastatic.fifaindex.com/FIFA23/players/263397.png, 13073
Seok-ju Hong, ST, Viktoria Köln, Korea Republic, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/263359.png, 13074
Zidan Sertdemir, CM/CAM, FC Nordsjælland, Denmark, Value: 82, https://fifastatic.fifaindex.com/FIFA23/players/263312.png, 13075
Andrei Dragu, LB/LW, FC Botoșani, Romania, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/263306.png, 13076
Denys Antyukh, LM, Dynamo Kyiv, Ukraine, Value: 46, https://fifastatic.fifaindex.com/FIFA23/players/263289.png, 13077
Bryang Kayo, CM/CAM, 1. FC Nürnberg, United States, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/263275.png, 13078
Yoann Cathline, LM/CAM, FC Lorient, France, Value: 66, https://fifastatic.fifaindex.com/FIFA23/players/263268.png, 13079
Andrzej Trubeha, ST/CF, Jagiellonia, Poland, Value: 44, https://fifastatic.fifaindex.com/FIFA23/players/263258.png, 13080
Sergio Díaz, GK, FC Cartagena, Spain, Value: 52, https://fifastatic.fifaindex.com/FIFA23/players/263154.png, 13081
Justin Salmon, CDM/CM, Degerfors IF, Liberia, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/263109.png, 13082
Beyhan Ametov, LM/RM/CAM, SV Meppen, Germany, Value: 52, https://fifastatic.fifaindex.com/FIFA23/players/263082.png, 13083
Niklas Sauter, GK, SC Freiburg II, Germany, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/263023.png, 13084
Yanis Guermouche, ST, Montpellier, Algeria, Value: 66, https://fifastatic.fifaindex.com/FIFA23/players/263016.png, 13085
Göktan Gürpüz, CAM/LM, Borussia Dortmund, Turkey, Value: 72, https://fifastatic.fifaindex.com/FIFA23/players/262988.png, 13086
Fabio Blanco, RW, FC Barcelona, Spain, Value: 80, https://fifastatic.fifaindex.com/FIFA23/players/262954.png, 13087
John Iredale, ST, Wehen Wiesbaden, Australia, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/262904.png, 13088
Cottrell Ezekwem, CB, SC Verl, Germany, Value: 52, https://fifastatic.fifaindex.com/FIFA23/players/262899.png, 13089
Jean N'Guessan, CM/CF, Nîmes Olympique, Ivory Coast, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/262816.png, 13090
Lasse Nordås, ST, FK Bodø/Glimt, Norway, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/262732.png, 13091
Alejandro Aranda, ST, Aldosivi, Argentina, Value: 42, https://fifastatic.fifaindex.com/FIFA23/players/262716.png, 13092
Malcom Bokele, RB/CB, Bordeaux, Cameroon, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/262709.png, 13093
Luca Herrmann, CM/CAM, Dynamo Dresden, Germany, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/262667.png, 13094
Sebastian Aigner, CDM/CM, SCR Altach, Austria, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/262647.png, 13095
Leo Mikić, LM/ST/CF, SV Ried, Croatia, Value: 46, https://fifastatic.fifaindex.com/FIFA23/players/262628.png, 13096
Kevin Bukusu, CB/LB, Wolfsberger AC, Angola, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/262600.png, 13097
Sofus Berger, CAM/CM/RW, Viborg FF, Denmark, Value: 66, https://fifastatic.fifaindex.com/FIFA23/players/262537.png, 13098
Felix Vrede Winther, CM/CF, Tromsø IL, Denmark, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/262349.png, 13099
Anthony Roncaglia, CDM/CM, SC Bastia, France, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/262342.png, 13100
Diego Guti, CDM/CM, UD Las Palmas, Spain, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/262320.png, 13101
Jonatan Braut-Brunes, ST, Strømsgodset IF, Norway, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/262314.png, 13102
Iker Piedra, GK, Girona FC, Spain, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/262309.png, 13103
Chanza, GK, UD Ibiza, Spain, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/262305.png, 13104
Jhondly van der Meer, CB/RB, SC Cambuur, Haiti, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/262276.png, 13105
Guilherme Soares, CB, SC Braga, Portugal, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/262268.png, 13106
Sidney Raebiger, CM/CAM, Fürth , Germany, Value: 84, https://fifastatic.fifaindex.com/FIFA23/players/262242.png, 13107
Noah Persson, LWB/LM, Mjällby AIF, Sweden, Value: 72, https://fifastatic.fifaindex.com/FIFA23/players/262216.png, 13108
Mohammed Abbas, CM/CDM, Al Ain FC, United Arab Emirates, Value: 68, https://fifastatic.fifaindex.com/FIFA23/players/262175.png, 13109
Mohamed Sankoh, ST, Vitesse, Netherlands, Value: 78, https://fifastatic.fifaindex.com/FIFA23/players/262029.png, 13110
Vegard Kongsro, LWB, HamKam Fotball, Norway, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/261623.png, 13111
Ivan Kričak, CB, Mjällby AIF, Serbia, Value: 48, https://fifastatic.fifaindex.com/FIFA23/players/261606.png, 13112
Carlos Díaz, CB, Metropolitanos, Venezuela, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/261540.png, 13113
Gian Franco Cabezas, CM, Deportivo Cali, Colombia, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/261502.png, 13114
Joan Ramírez, CDM, Deportivo Cali, Colombia, Value: 54, https://fifastatic.fifaindex.com/FIFA23/players/261500.png, 13115
Brynjólfur Willumsson, ST, Kristiansund BK, Iceland, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/261457.png, 13116
Sander Erik Kartum, CM/CDM, Kristiansund BK, Norway, Value: 42, https://fifastatic.fifaindex.com/FIFA23/players/261456.png, 13117
Jeremy van Mullem, CDM/CM, Sparta Rotterdam, Netherlands, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/261370.png, 13118
Gabriel Norambuena, RW/RM/LW, Unión Española, Chile, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/261348.png, 13119
James Brown, RWB/RB, Doncaster, Republic of Ireland, Value: 50, https://fifastatic.fifaindex.com/FIFA23/players/261277.png, 13120
Sasha Marcich, LB, Platense, Argentina, Value: 48, https://fifastatic.fifaindex.com/FIFA23/players/261262.png, 13121
Gergő Szécsi, GK, Ferencvárosi TC, Hungary, Value: 40, https://fifastatic.fifaindex.com/FIFA23/players/261260.png, 13122
Ousmane Ba, GK, FC Metz, Senegal, Value: 68, https://fifastatic.fifaindex.com/FIFA23/players/261170.png, 13123
Benji Kikanović, ST, SJ Earthquakes, United States, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/261114.png, 13124
Vicente Conelli, ST, Unión Española, Chile, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/261067.png, 13125
Lee Han Beom, CB, FC Seoul, Korea Republic, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/261062.png, 13126
Rocco Ascone, CM, FC Nordsjælland, France, Value: 66, https://fifastatic.fifaindex.com/FIFA23/players/260990.png, 13127
Brian Gutiérrez, LM/LW/CAM, Chicago Fire FC, United States, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/260984.png, 13128
Michalis Kosidis, ST, AEK Athens, Greece, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/260941.png, 13129
Rubén de Tomás, LM/RM/CAM, Rayo Vallecano, Spain, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/260828.png, 13130
Priestley Farquharson, CB, Newport County, England, Value: 46, https://fifastatic.fifaindex.com/FIFA23/players/260818.png, 13131
Franco Tongya, RW/ST/CAM, Odense BK, Italy, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/260778.png, 13132
Wikelman Carmona, CAM/RW/LW, Red Bulls, Venezuela, Value: 68, https://fifastatic.fifaindex.com/FIFA23/players/260772.png, 13133
Jeremy Antonisse, LM, FC Emmen, Curacao, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/260745.png, 13134
Bartuğ Elmaz, CM/CDM, OM, Turkey, Value: 68, https://fifastatic.fifaindex.com/FIFA23/players/260638.png, 13135
Solomon Owusu, CB/CDM, Odds BK, Ghana, Value: 46, https://fifastatic.fifaindex.com/FIFA23/players/260621.png, 13136
Mark Natta, CB, Newcastle Jets, Australia, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/260617.png, 13137
Csaba Bukta, RM/RWB/LM, SCR Altach, Hungary, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/260600.png, 13138
Amjhad Nazih, GK, Nîmes Olympique, France, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/260587.png, 13139
Lucas Besozzi, LM/LW/RM, Central Córdoba, Argentina, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/260562.png, 13140
Bryan Caicedo, CB, U. Católica, Ecuador, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/260549.png, 13141
Jordan Bos, LB/LM, Melbourne City, Australia, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/260521.png, 13142
Tomás Ángel, ST, Atl. Nacional, Colombia, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/260482.png, 13143
Tyreik Wright, RW/LW, Plymouth Argyle, Republic of Ireland, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/260473.png, 13144
Sunusi Ibrahim, ST/CF, CF Montréal, Nigeria, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/260443.png, 13145
Kaide Gordon, RW/LW, Liverpool, England, Value: 82, https://fifastatic.fifaindex.com/FIFA23/players/260406.png, 13146
Mamadi Camará, CAM/RM/LM, Reading, Guinea Bissau, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/260401.png, 13147
Boubacar Fall, GK, AS Saint-Étienne, Senegal, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/260326.png, 13148
Mohamed Bouchouari, RB/RM, FC Emmen, Belgium, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/260168.png, 13149
Cătălin Cîrjan, CM/RM, Arsenal, Romania, Value: 66, https://fifastatic.fifaindex.com/FIFA23/players/260141.png, 13150
Linus Rosenlöcher, LB/LM, FC Erzgebirge Aue, Germany, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/260078.png, 13151
Derlis Martínez, LM, Gral. Caballero, Paraguay, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/260038.png, 13152
Saad Balobaid, LB, Al Taawoun, Saudi Arabia, Value: 58, https://fifastatic.fifaindex.com/FIFA23/players/260010.png, 13153
Gustav Granath, CB, Degerfors IF, Sweden, Value: 48, https://fifastatic.fifaindex.com/FIFA23/players/259916.png, 13154
Bohdan Viunnyk, ST, FC Zürich, Ukraine, Value: 72, https://fifastatic.fifaindex.com/FIFA23/players/259896.png, 13155
Junior Tchamadeu, RWB/RB, Colchester, England, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/259869.png, 13156
Andrés Felipe Pérez, GK, La Equidad, Colombia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/259809.png, 13157
Joiner Moreno, RM/RW, La Equidad, Colombia, Value: 60, https://fifastatic.fifaindex.com/FIFA23/players/259808.png, 13158
Thomas Aquilina, RB/LB, Newcastle Jets, Australia, Value: 56, https://fifastatic.fifaindex.com/FIFA23/players/259767.png, 13159
Fin Stevens, RWB, Brentford, Wales, Value: 70, https://fifastatic.fifaindex.com/FIFA23/players/259766.png, 13160
Valdemar Lund, CB, F.C. København, Denmark, Value: 68, https://fifastatic.fifaindex.com/FIFA23/players/259763.png, 13161
Daniel Svensson, LB/LWB, FC Nordsjælland, Sweden, Value: 64, https://fifastatic.fifaindex.com/FIFA23/players/259716.png, 13162
Max Bruns, CDM/CB, FC Twente, Netherlands, Value: 62, https://fifastatic.fifaindex.com/FIFA23/players/259673.png, 13163
